border_dyad,coastal_spillover_risk_score_v2,risk_level,evidence_confidence,recent_events,recent_fatalities,baseline_events,trend_ratio_2024_25_vs_2022_23,recent_coastal_side_events,coastal_side_activity_ratio_recent,pct_events_within_50km,pct_within_25km_protected_area,pct_within_10km_major_road,operational_geo_coverage,median_distance_to_protected_area_km,median_distance_to_major_road_km,trend_score,recent_violence_score,coastal_side_activity_score,border_proximity_score,protected_area_score,road_corridor_score
Benin - Niger,0.8473429951690822,Severe,High,108,281,111,0.9732142857142857,96,0.8888888888888888,1.0,0.9908675799086758,0.9908675799086758,1.0,4.5440089794312595,0.3120697470008968,1.0,0.34782608695652173,0.8888888888888888,1.0,1.0,1.0
Burkina Faso - Togo,0.5437780271474862,High,High,273,1230,331,0.8253012048192772,22,0.08058608058608059,0.6333808844507846,0.28815977175463625,0.978601997146933,1.0,41.53713111945724,0.1720524933956888,0.6809033075261155,1.0,0.08058608058608059,0.31732992277042643,0.2733016880422154,0.9692032310529999
Benin - Burkina Faso,0.4230344199700847,Moderate,High,143,678,215,0.6666666666666666,78,0.5454545454545454,0.5121951219512195,0.5891181988742964,0.9343339587242027,1.0,19.37349162087806,0.2380726213095294,0.33867693964624496,0.48616600790513836,0.5454545454545454,0.09167367535744325,0.5845348612324367,0.8580537995482846
Benin - Nigeria,0.3894530467922798,Moderate,Low,20,35,27,0.75,20,1.0,0.46296296296296297,0.35185185185185186,0.5925925925925926,0.5925925925925926,24.082381696296267,0.0635554252533042,0.5184540822666833,0.0,1.0,0.0,0.33916822112274797,0.0
Burkina Faso - Ivory Coast,0.20617661199083617,Low,Medium,83,356,151,0.5526315789473685,2,0.024096385542168676,0.7940298507462686,0.023880597014925373,0.8417910447761194,1.0,114.51813993506453,0.205666189872788,0.09266611290248754,0.2490118577075099,0.024096385542168676,0.6164693772516727,0.0,0.6256944576480655
Burkina Faso - Ghana,0.11826726609946567,Low,Medium,78,244,154,0.5096774193548387,0,0.0,0.5282258064516129,0.11693548387096774,0.9475806451612904,1.0,66.36029619101977,0.2061433097245919,0.0,0.22924901185770752,0.0,0.12152391546162399,0.09623178853718546,0.8913139510992399
